21,24354,6454996,0,"""21:38""",私もよくある質問の意図がいまいちよくわかってないんですがまただ一般の人からあまりこういじめや嫌がらせの現場っていうのが見えてしまうのもあんまりよくはないと思いますのでも基本的には一般の人からは見えなくするようにした上でまあある程度整理できたところであの前の方もおっしゃってましたけどこういった事例がありましたよ的な事を分かるようにしておけば良いのではないかと思います
22,24203,6456309,0,"""22:13""",私好みだばあさんよくわかってないからかもしれないしとメンバー専用スペースっていうのはそのクリエイターの人が招待して初めて入れるということだから一般の人は入れないと思うのでやり取りは一般の人がよく見られるって事あるのかなとも思えばその一般の人にあそこもそんな存在わかんなくていいような気もするのでこの本当に質問の意図わかんない3分かるのは削除するというそういう事しかわかんないすけどまあ最終的にはそれ削除するとスペースをしかないのかもしれませんけどそれしかちょっと質問の意図がよくわかりません
23,24134,6457707,0,"""22:49""",木のうたパスというのは現実世界でちょっと考えてみた時にその何点ですかね表現がいいか分かんないんだけどアンダーグラウンド的なちょっと危ないような場所というような捉え方をするのであればまっすぐの場所をもう一つの部署だと思うのでそれを全部消していくと自由な世界じゃないんかなと思うのでその検索した時に見えづらくするっていうのがいいのかなということとそれがま質問の意図なのかなと私は解釈しました
24,24203,6459172,0,"""23:25""",私ちょっとわかんないですがその検索してそのメタパスってないメンバーじゃない人もが見られるんですが何顔とかそれをかけても限られた人達だけで利用するスペースとか一泊した見られないと思うので何か見られないののお腹を見られなくするっていうのも弟みたいなもの見なくってもありえないような気がしてですねちょっとそれは分からないですがわかる方いたら教えてください
25,24134,6460078,0,"""23:51""",おそらくなんですがそういうスペースがあるということは検索したりしてまこういうことを語るバーですみたいなものはおそらく見れていてそこはメンバー専用スペースだからメンバーになるかどうかというような申請をしてでメンバーになれたらそこのスペースに入ると言ったようなものかなと私は解釈してました
26,24354,6460928,0,"""24:14""",そうですねメンバー以外の一般の人は参加することはできないけれどもまあ外から見ることはできるっていうそういう設定なのかなと思いました
27,24275,6464397,0,"""25:34""",私はこれは利用者にとっては当然の権利だと思います先程も言いましたけれども速報の通知を受けて自分がそこに入るか入らないかは自分の判断だと思うのではいそれは当然だと思います
28,23795,6465195,0,"""25:54""",えー私も同じくこれは通知を受けた方がいいと思いますただまレベルの問題があって灰色に軽微なものであればどうなのかなと思ったりしますけれどもやはり通知を受けた方がより安全かなという風に思いますのであるべきやと思います
29,24009,6465917,0,"""26:13""",これは何か通知があって当たり前かなっていう感じがしましたけどもし自分が利用しただったとした入っていてそんないじめとか何かがあったって言ったら何じゃこれだと思います
30,23813,6466397,0,"""26:27""",通知があるべきだと思いますユーザーも自分の責任においてそのスペースに入る入らないを決めてると思いますのでユーザーもそういう意味で責任を負う立場にありますのでその判断の一助となるその通知は必ず必要だと思います
31,24354,6467339,0,"""26:54""",私も通知は必要だと思っていますやはり参加するにあたって嫌がらせやいじめとかがあるスペースにはあまり参加したくないなと思いますので、事前にそういうことはわかっていた方が良いかと思います。
32,24077,6467955,0,"""27:12""",はいよはい私もそうですね通知は受けるべきかなと利用者が受けるべきかなと思いますやっぱ自分が雨どういう場所に今いるのかっていうのですねましって言ってまぁここはどういう雰囲気でまという問題があっても逆にこういうところいいなとかなやっぱ知る意味でですねまあ知る権利ある意味を知る権利かなという風に思います以上です
33,24134,6468801,0,"""27:36""",私も利用者としてはやっぱり通知は欲しいなと思いますただクリエイトの立場で考えてみると今ねクリエイターとしてコアの居場所を作ってまそこでまぁ残念ながら一宮さんの嫌がらせというのが発生してしまった時にはその先ほどもちょっと話し合ったように軽微なものでこういう通知が出てしまうのであればクリエイター同士でちょっとこう不公平感のようなこの警告でまあその入りたくないっていう人も発生するでしょうからそれたことがあるのかなと思います
34,24203,6470064,0,"""28:12""",私も皆さんと意見で通知は当然だと思いますでは飲まクリエイターにしてみてもそれやっぱりいじめや嫌がらせを繰り返されてるんであればですねその通知は致し方ないかなと思いますしまきみなものが繰り返したってなるのケーキだってことも含めて通知したらいいと思います
35,24222,6470756,0,"""28:32""",私はですね通知は必要だと思っておりますけれどもそういう場合はクリエイターに事前にですねこれぐらいの数字になった場合には利用者にですね報告しましょうということをあらかじめ通知しておくべきだと思います
36,24134,6480679,0,"""34:09""",8以上質問の意図としましてはそのイジメや嫌がらせというのがその自分のスペースクリエーターが作ったスペースでも発生してしまった場合クリエイターは何をするのか出たところがちょっと私の中で不明確だったので質問にしました何かあればお願いします
37,24203,6481220,0,"""34:31""",私もあの確かにそう言われるとそうそうだなと思うならのクリエイターに対するですのプラットホーム消費者の措置ばかりがですね癒されたんですけどもクリエイターは逆にですねやっぱりそのスペースに対して下にあるので彼が彼彼彼女が分かりませんけど何を出来る出来るのかとは言わずにいじめなんですねリアルに対する措置とかすごく混むと思うんですがそれはあの知りたいと思います
38,23795,6482028,0,"""35:04""",映像クリエイターができる措置確かに私もそういう風に思ってまして色々考えつくものとしてはその本人ですか文に対する負の大会であったりですね色々方法はあると思うんですがそこまでの権限はクリエイターがに持たせられるのかどうかっていうのが一番ちょっとあの知りたいところでした
39,24203,6482619,0,"""35:32""",あでもあのプラットフォームプラットフォーム所有者からですねこうなんかばつばっかり受けると言うのもなんかすごい気の毒ですねパクリエイターもやっぱりそれはなんかツム何かそっちが出来なかったのですねその締めは五十嵐様ですね防止することができない理由でして一方的になるプラットフォーム所有者からです
40,24275,6484736,0,"""37:27""",あこれ私が作ったんですけどあのークリエインフォメーションパックの方にクリエイター養成についてちょっと書かれていたんですがそれは一体どういうことになる程度の公団みたいなので開いてそれを受講する事なのかそれともまあなんとか Siri みたいなものを設けるのかそういうことがちょっと知りたいなと思ってこの質問は出しました
41,24077,6485318,0,"""37:58""",多分これをちょっと今までのこう昨日も今日も話をしてきて思ったんですけどねやっぱりこのクリエイター養成で実際これやろうと思ったら本当にちょっとこ受講するぐらいじゃなくて本当にもう大学に行くとかも歯科大学院に行くと書いてかなり専門的にやらないと難しいのかなっていう感じはすごい家の昨日今日やっぱ勉強してきて思いました
42,24275,6485839,0,"""38:25""",そうですよねなんか私もあの全体会議とか見ててすごくデリケートな問題だなと思いますしてもあんまり厳しくしすぎると新しく規定書を作ろうという方が出なくなっちゃうんじゃないのかなという思いもあるのでそれでこういう質問だったんですけど
